name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-11435,NO,1,0,0,0,0,0,0
GENE-11436,NO,1,0,0,0,0,0,0
GENE-11437,NO,1,222,218,241,221,179,179
GENE-11438,NO,1,1,0,0,0,0,0
GENE-11439,NO,1,24,23,10,11,37,18
GENE-11440,NO,1,0,0,0,0,0,0
GENE-11441,NO,1,0,0,0,0,0,0
GENE-11442,NO,1,0,0,0,0,0,0
GENE-11443,NO,1,0,1,0,3,2,0
GENE-11444,NO,1,0,0,0,0,0,0
GENE-11445,NO,1,0,0,0,0,0,0
GENE-11446,NO,1,0,0,0,0,0,0
GENE-11447,NO,1,12,17,13,17,21,17
GENE-11448,NO,1,0,0,0,0,0,0
GENE-11449,NO,1,0,0,0,0,0,0
GENE-11450,NO,1,0,0,0,0,0,0
GENE-11451,NO,1,0,0,0,0,0,0
GENE-11452,NO,1,9,7,9,15,3,14
GENE-11453,NO,1,0,0,0,0,0,0
GENE-11454,NO,1,0,0,3,1,1,0
GENE-11455,NO,1,0,0,0,0,0,0
GENE-11456,NO,1,0,0,0,0,0,0
GENE-11457,NO,1,0,0,0,0,0,0
GENE-11458,NO,1,583,592,581,615,620,501
GENE-11459,NO,1,41,32,28,60,23,37
GENE-11460,NO,1,0,0,0,0,0,0
GENE-11461,NO,1,0,0,0,0,0,0
GENE-11462,NO,1,0,0,0,0,0,0
GENE-11463,NO,1,0,0,0,0,0,0
GENE-11464,NO,1,74,47,49,69,61,50
GENE-11465,NO,1,657,576,198,300,187,1067
GENE-11466,NO,1,0,0,0,0,0,0
GENE-11467,NO,1,0,0,0,0,0,0
GENE-11468,NO,1,0,0,0,0,0,0
GENE-11469,NO,1,0,0,0,0,0,0
GENE-11470,NO,1,0,0,0,0,0,0
GENE-11471,NO,1,0,0,0,0,0,0
GENE-11472,NO,1,286,262,214,227,234,253
GENE-11473,NO,1,92,106,109,79,100,82
GENE-11474,NO,1,0,0,0,0,0,0
GENE-11475,NO,1,10,10,15,12,15,15
GENE-11476,NO,1,0,0,0,0,0,0
GENE-11477,YES,1,2,2,12,3,8,3
GENE-11478,NO,1,0,0,0,0,0,0
GENE-11479,NO,1,674,664,388,792,476,557
GENE-11480,NO,1,0,0,0,0,0,0
GENE-11481,NO,1,0,0,0,0,0,0
GENE-11482,NO,1,421,533,454,398,526,484
GENE-11483,NO,1,228,136,180,235,290,185
GENE-11484,NO,1,0,0,0,0,0,0
GENE-11485,NO,1,0,0,0,0,0,0
GENE-11486,NO,1,0,0,0,0,0,0
GENE-11487,NO,1,110,131,109,109,88,114
GENE-11488,NO,1,9,18,20,11,19,10
GENE-11489,NO,1,0,0,0,0,0,0
GENE-11490,NO,1,0,0,0,0,0,0
GENE-11491,NO,1,0,0,0,0,0,0
GENE-11492,NO,1,0,0,0,0,0,0
GENE-11493,NO,1,0,0,0,0,0,0
GENE-11494,NO,1,0,0,0,0,0,0
GENE-11495,NO,1,0,0,0,0,0,0
GENE-11496,NO,1,0,0,0,0,0,0
GENE-11497,NO,1,0,0,0,0,0,0
GENE-11498,NO,1,165,177,129,118,160,153
GENE-11499,NO,1,0,0,0,0,0,0
GENE-11500,NO,1,0,0,0,0,0,0
GENE-11501,NO,1,0,0,0,0,0,0
GENE-11502,NO,1,0,0,0,0,0,0
GENE-11503,NO,1,0,0,0,0,0,0
GENE-11504,NO,1,0,0,0,0,0,0
GENE-11505,NO,1,0,0,0,0,0,0
GENE-11506,NO,1,0,0,0,0,0,0
GENE-11507,NO,1,0,0,0,1,0,0
GENE-11508,NO,1,1211,704,1007,324,541,840
GENE-11509,NO,1,958,1286,1087,935,892,1087
GENE-11510,NO,1,0,0,0,0,0,0
GENE-11511,NO,1,0,0,0,0,0,0
GENE-11512,NO,1,0,0,0,0,0,0
GENE-11513,NO,1,16,10,14,11,5,16
GENE-11514,NO,1,0,0,0,0,0,0
GENE-11515,NO,1,0,0,0,0,0,0
GENE-11516,NO,1,0,0,0,0,0,0
GENE-11517,NO,1,0,0,0,0,0,0
GENE-11518,NO,1,3,1,0,3,1,2
GENE-11519,NO,1,0,0,1,0,0,1
GENE-11520,NO,1,0,0,0,0,0,0
GENE-11521,NO,1,0,0,0,0,0,0
GENE-11522,NO,1,0,0,0,0,0,0
GENE-11523,NO,1,0,0,0,0,0,0
GENE-11524,NO,1,0,0,0,0,0,0
GENE-11525,NO,1,0,0,0,0,0,0
GENE-11526,NO,1,0,0,0,0,0,0
GENE-11527,NO,1,435,427,465,396,443,402
GENE-11528,YES,1,0,0,0,0,0,0
GENE-11529,NO,1,0,0,0,0,0,0
GENE-11530,NO,1,0,0,0,0,0,0
GENE-11531,NO,1,0,0,0,0,0,0
GENE-11532,NO,1,0,0,0,0,0,0
GENE-11533,NO,1,1601,1044,661,1244,1430,1509
GENE-11534,NO,1,0,0,0,0,0,0
GENE-11535,NO,1,0,0,0,0,0,0
GENE-11536,NO,1,0,0,0,0,0,0
GENE-11537,NO,1,0,0,0,0,1,0
GENE-11538,YES,1,0,0,0,0,0,0
GENE-11539,NO,1,412,216,354,482,304,293
GENE-11540,NO,1,49,57,20,46,81,36
GENE-11542,NO,1,0,0,0,0,0,0
GENE-11543,NO,1,6,7,6,6,6,3
GENE-11544,NO,1,0,0,0,0,0,0
GENE-11545,NO,1,0,0,0,0,0,0
GENE-11546,NO,1,0,0,0,0,0,0
GENE-11547,NO,1,0,0,0,0,0,0
GENE-11548,NO,1,0,0,0,0,0,0
GENE-11549,NO,1,0,0,0,0,0,0
GENE-11550,NO,1,0,0,0,0,0,0
GENE-11551,NO,1,0,0,0,0,0,0
GENE-11552,NO,1,0,0,0,0,0,0
GENE-11553,NO,1,0,0,0,0,0,0
GENE-11554,NO,1,0,0,0,0,0,0
GENE-11555,NO,1,3,1,5,2,2,2
GENE-11556,NO,1,2073,2573,2490,2348,2637,2034
GENE-11557,NO,1,199,288,182,836,689,864
GENE-11558,NO,1,0,1,1,0,0,2
GENE-11559,NO,1,0,0,0,0,0,0
GENE-11560,YES,1,0,0,0,0,0,0
GENE-11561,NO,1,301,311,242,295,232,166
GENE-11562,NO,1,0,0,0,0,0,0
GENE-11563,NO,1,0,0,0,0,0,0
GENE-11564,NO,1,0,0,0,0,0,0
GENE-11565,NO,1,2078,1721,2880,2483,1556,1972
GENE-11566,NO,1,0,0,0,0,0,0
GENE-11567,NO,1,0,0,0,0,0,0
GENE-11568,NO,1,96,79,91,69,74,86
GENE-11569,NO,1,0,0,0,0,0,0
GENE-11570,NO,1,93,113,104,85,97,75
GENE-11571,NO,1,0,0,0,0,0,0
GENE-11572,NO,1,0,0,0,0,0,0
GENE-11573,NO,1,0,0,0,0,0,0
GENE-11574,NO,1,0,0,0,0,0,0
GENE-11575,NO,1,38,30,46,28,41,33
GENE-11576,NO,1,0,0,0,0,0,0
GENE-11577,NO,1,0,0,0,0,0,0
GENE-11578,NO,1,0,0,0,0,0,0
GENE-11579,NO,1,0,0,0,0,0,0
GENE-11580,NO,1,2763,3626,2926,1442,4369,2726
GENE-11581,NO,1,1,1,2,2,0,3
GENE-11582,NO,1,0,0,0,0,0,0
GENE-11583,NO,1,0,0,0,0,0,0
GENE-11584,NO,1,0,0,0,0,0,0
GENE-11585,NO,1,34,26,17,33,34,41
GENE-11586,NO,1,0,0,0,0,0,0
GENE-11587,NO,1,0,0,1,0,0,0
GENE-11588,NO,1,10,19,16,18,16,19
GENE-11589,NO,1,0,0,0,0,0,0
GENE-11590,NO,1,0,0,0,0,0,0
GENE-11591,NO,1,0,0,0,0,0,0
GENE-11592,NO,1,0,0,0,0,0,0
GENE-11593,NO,1,1,0,0,0,0,1
GENE-11595,NO,1,0,0,0,0,0,0
GENE-11596,NO,1,0,0,0,0,0,0
GENE-11597,NO,1,0,2,1,0,0,0
GENE-11598,NO,1,335,178,275,230,158,226
GENE-11599,NO,1,0,0,0,0,0,0
GENE-11600,NO,1,0,0,0,0,0,0
GENE-11601,NO,1,4,3,5,4,10,5
GENE-11602,NO,1,0,0,0,0,0,0
GENE-11603,NO,1,0,0,0,0,0,0
GENE-11604,YES,1,0,0,0,0,0,0
GENE-11605,NO,1,0,0,0,0,0,0
GENE-11606,NO,1,0,0,0,0,0,0
GENE-11607,NO,1,0,0,0,0,0,0
GENE-11608,NO,1,47,48,132,84,127,116
GENE-11610,NO,1,0,0,0,0,0,0
GENE-11611,NO,1,0,0,0,0,0,0
GENE-11612,NO,1,0,0,0,0,0,0
GENE-11613,NO,1,0,0,0,0,0,0
GENE-11614,NO,1,0,0,0,0,0,0
GENE-11615,NO,1,99,209,130,104,120,148
GENE-11616,NO,1,0,0,0,0,0,0
GENE-11617,NO,1,0,0,0,0,0,0
GENE-11618,NO,1,0,0,0,0,0,0
GENE-11619,NO,1,0,0,0,0,0,0
GENE-11620,NO,1,0,0,0,0,0,0
GENE-11621,NO,1,0,0,0,0,0,0
GENE-11623,YES,1,0,0,0,0,0,0
GENE-11624,NO,1,0,0,0,0,0,0
GENE-11625,NO,1,0,0,0,0,0,0
GENE-11626,NO,1,0,0,0,0,0,0
GENE-11627,NO,1,0,0,0,0,0,0
GENE-11628,NO,1,0,0,0,0,0,0
GENE-11629,YES,1,0,0,0,0,0,0
GENE-11630,NO,1,0,0,0,0,0,0
GENE-11631,NO,1,0,0,0,0,0,0
GENE-11632,NO,1,0,0,0,0,0,0
GENE-11633,NO,1,0,0,0,0,0,0
GENE-11634,NO,1,0,0,0,0,0,0
GENE-11635,NO,1,10,10,29,17,34,34
GENE-11636,NO,1,284,259,198,244,230,192
GENE-11637,NO,1,6,3,2,4,11,10
GENE-11638,YES,1,0,0,0,0,0,0
GENE-11639,NO,1,0,0,0,0,0,0
GENE-11640,NO,1,0,0,0,0,0,0
GENE-11641,NO,1,0,0,0,0,0,0
GENE-11642,NO,1,0,0,0,0,0,0
GENE-11643,NO,1,0,0,0,0,0,0
GENE-11644,NO,1,1341,937,1108,1186,1071,1091
GENE-11645,NO,1,0,0,0,0,0,0
GENE-11646,NO,1,646,717,768,637,731,822
GENE-11647,NO,1,0,0,0,0,0,0
GENE-11648,NO,1,37,45,49,33,52,47
GENE-11649,NO,1,441,389,596,474,364,649
GENE-11650,NO,1,38,65,49,32,56,37
GENE-11651,NO,1,0,0,0,0,0,0
GENE-11652,NO,1,0,0,0,0,0,0
GENE-11653,NO,1,10,11,10,9,9,9
GENE-11654,NO,1,0,0,0,0,0,0
GENE-11655,NO,1,0,0,0,0,0,0
GENE-11656,NO,1,0,0,0,0,0,0
GENE-11657,NO,1,0,0,0,0,0,0
GENE-11658,YES,1,0,0,0,0,0,0
GENE-11659,NO,1,0,0,0,0,0,0
GENE-11660,YES,1,0,0,0,0,0,0
GENE-11661,NO,1,0,0,0,0,0,0
GENE-11662,NO,1,0,0,0,0,0,0
GENE-11663,NO,1,0,0,0,0,0,0
GENE-11664,NO,1,0,0,0,0,0,0
GENE-11665,NO,1,4,5,4,5,5,1
GENE-11666,NO,1,0,0,0,0,0,0
GENE-11667,NO,1,0,0,0,0,0,0
GENE-11668,NO,1,494,447,423,493,383,417
GENE-11669,NO,1,0,0,0,0,0,0
GENE-11670,NO,1,0,0,0,0,0,0
GENE-11671,NO,1,0,0,0,0,0,0
GENE-11672,NO,1,26,29,3,17,31,7
GENE-11673,NO,1,0,0,0,0,1,0
GENE-11674,NO,1,0,0,0,0,0,0
GENE-11675,NO,1,1521,1326,1349,1702,2017,1710
GENE-11676,NO,1,1,0,0,1,0,0
GENE-11677,NO,1,534,547,327,489,420,308
GENE-11678,NO,1,14,17,8,16,24,12
GENE-11679,NO,1,0,0,0,0,0,0
GENE-11680,YES,1,0,0,0,0,0,0
GENE-11681,NO,1,0,0,0,0,0,0
GENE-11682,NO,1,0,0,0,0,0,0
GENE-11683,NO,1,0,0,0,0,0,0
GENE-11684,NO,1,0,0,0,0,0,0
GENE-11685,NO,1,3,7,1,6,1,1
GENE-11686,NO,1,1,2,4,0,1,4
GENE-11687,NO,1,0,0,0,0,0,0
GENE-11688,NO,1,0,0,0,0,0,0
GENE-11689,NO,1,0,0,0,0,0,0
GENE-11690,NO,1,0,0,0,0,0,0
GENE-11691,NO,1,587,572,693,578,617,708
GENE-11693,NO,1,0,0,0,0,0,0
GENE-11694,NO,1,4,9,5,7,3,5
GENE-11695,NO,1,0,0,0,0,0,0
GENE-11696,NO,1,0,0,0,0,0,0
GENE-11697,NO,1,0,0,0,0,0,0
GENE-11698,NO,1,1,0,0,1,0,1
GENE-11699,NO,1,438,354,307,300,228,439
GENE-11700,NO,1,0,0,0,0,0,0
GENE-11701,NO,1,0,0,0,0,0,0
GENE-11702,NO,1,0,0,1,0,0,0
GENE-11703,NO,1,16,8,3,4,3,8
GENE-11704,NO,1,0,0,0,1,0,2
GENE-11705,NO,1,0,0,0,0,0,0
GENE-11706,NO,1,0,0,0,0,0,0
GENE-11707,NO,1,0,0,0,0,0,0
GENE-11708,NO,1,65,75,80,105,63,74
GENE-11709,NO,1,0,0,0,0,0,0
GENE-11710,NO,1,0,0,0,0,0,0
GENE-11711,NO,1,0,0,0,0,0,0
GENE-11712,NO,1,0,0,0,0,0,0
GENE-11713,NO,1,15,10,19,9,20,21
GENE-11714,NO,1,0,0,0,0,0,0
GENE-11715,NO,1,0,0,0,0,0,0
GENE-11716,NO,1,0,0,0,0,0,0
GENE-11717,NO,1,0,0,0,0,0,0
GENE-11718,NO,1,4,1,4,5,8,3
GENE-11719,NO,1,0,0,0,0,0,0
GENE-11720,NO,1,0,0,0,0,0,0
GENE-11721,NO,1,0,0,0,0,0,0
GENE-11722,NO,1,0,0,0,0,0,0
GENE-11723,NO,1,0,0,0,0,0,0
GENE-11724,NO,1,284,176,353,244,210,306
GENE-11725,NO,1,0,0,0,0,0,0
GENE-11726,NO,1,0,0,0,0,0,0
GENE-11727,NO,1,0,0,0,0,0,0
GENE-11728,NO,1,0,0,0,0,0,0
GENE-11729,NO,1,0,0,0,0,0,0
GENE-11730,NO,1,21,36,25,41,22,29
GENE-11731,NO,1,86,74,44,60,45,93
GENE-11732,YES,1,0,0,0,0,0,0
GENE-11733,NO,1,0,0,0,0,0,0
GENE-11734,NO,1,0,0,0,0,0,0
GENE-11735,NO,1,19,12,15,14,18,19
GENE-11736,NO,1,0,0,0,0,0,0
GENE-11737,NO,1,0,0,0,0,0,0
GENE-11738,YES,1,1,0,1,3,3,6
GENE-11739,NO,1,1,0,0,0,0,0
GENE-11740,NO,1,0,0,0,0,0,0
GENE-11741,NO,1,0,0,0,0,0,0
GENE-11742,NO,1,83,84,65,108,82,81
GENE-11743,YES,1,0,0,0,0,0,0
GENE-11744,NO,1,0,0,0,0,0,0
GENE-11745,NO,1,0,0,0,0,0,0
GENE-11746,NO,1,2385,2060,2258,2271,2284,2325
GENE-11747,NO,1,0,0,0,0,0,0
GENE-11748,NO,1,0,0,0,0,0,0
GENE-11749,NO,1,1413,961,1048,1208,1198,1139
GENE-11750,NO,1,0,0,0,0,0,0
GENE-11751,NO,1,0,0,0,0,0,0
GENE-11752,NO,1,0,0,0,0,0,0
GENE-11753,NO,1,0,1,1,2,1,4
GENE-11754,NO,1,164,117,127,109,117,120
GENE-11755,NO,1,0,0,0,0,0,0
GENE-11756,NO,1,628,601,861,708,778,799
GENE-11757,NO,1,0,0,0,0,0,0
GENE-11758,NO,1,0,0,0,0,0,0
GENE-11759,NO,1,112,120,125,138,62,94
GENE-11760,NO,1,0,0,0,0,0,0
GENE-11761,NO,1,0,0,0,0,0,0
GENE-11762,NO,1,0,0,0,0,0,0
GENE-11763,NO,1,0,0,0,0,0,0
GENE-11764,NO,1,0,0,2,0,1,4
GENE-11765,NO,1,0,0,0,0,0,0
GENE-11766,NO,1,4,12,10,14,7,9
GENE-11767,NO,1,79,157,57,109,101,104
GENE-11768,NO,1,3,4,2,4,3,3
GENE-11769,NO,1,0,0,0,0,0,0
GENE-11770,NO,1,0,0,0,0,0,0
GENE-11771,NO,1,0,0,0,0,0,0
GENE-11772,NO,1,0,0,0,0,0,0
GENE-11773,NO,1,0,0,0,0,0,0
GENE-11774,NO,1,94,109,214,116,114,61
GENE-11775,NO,1,0,0,0,0,0,0
GENE-11776,NO,1,0,0,0,0,0,0
GENE-11777,NO,1,0,0,0,0,0,0
GENE-11778,NO,1,0,0,0,0,0,0
GENE-11779,NO,1,0,0,0,0,0,0
GENE-11780,NO,1,0,0,0,0,0,0
GENE-11781,NO,1,0,0,0,0,0,0
GENE-11782,NO,1,0,0,0,0,1,0
GENE-11783,NO,1,0,0,0,0,0,0
GENE-11784,NO,1,0,0,0,0,0,0
GENE-11785,NO,1,3,2,5,0,0,23
GENE-11786,NO,1,0,0,0,2,0,0
GENE-11787,NO,1,0,0,0,0,0,0
GENE-11788,NO,1,0,0,0,0,0,0
GENE-11789,NO,1,1,2,3,0,1,3
GENE-11790,NO,1,628,695,736,901,753,794
GENE-11791,NO,1,0,0,0,0,0,0
GENE-11792,NO,1,0,0,0,0,0,0
GENE-11793,NO,1,0,0,0,0,0,0
GENE-11794,NO,1,0,0,0,0,0,0
GENE-11795,NO,1,22,18,8,11,21,14
GENE-11796,NO,1,0,0,0,0,0,0
GENE-11797,NO,1,16,26,17,19,23,21
GENE-11798,NO,1,3665,4424,3511,2788,4146,3197
GENE-11799,NO,1,0,0,0,0,0,0
GENE-11800,NO,1,0,0,0,0,0,0
GENE-11801,NO,1,10,8,8,4,15,19
GENE-11802,NO,1,16,23,12,7,20,5
GENE-11803,NO,1,1,4,0,2,1,1
GENE-11804,NO,1,0,0,0,1,0,0
GENE-11805,NO,1,0,0,0,0,0,0
GENE-11806,NO,1,0,0,0,0,0,0
GENE-11807,NO,1,0,0,0,0,0,0
GENE-11808,NO,1,17,10,13,6,8,14
GENE-11809,NO,1,12,12,11,15,19,16
GENE-11810,NO,1,1777,1439,1727,1582,2996,1420
GENE-11811,NO,1,0,0,0,0,0,0
GENE-11812,NO,1,0,0,0,0,0,0
GENE-11813,NO,1,374,264,72,77,246,390
GENE-11814,NO,1,1260,1820,1608,1723,1228,1411
GENE-11815,NO,1,0,0,0,0,0,0
GENE-11816,NO,1,4,2,1,1,4,1
GENE-11817,NO,1,0,0,0,0,0,0
GENE-11818,NO,1,0,1,0,0,1,1
GENE-11819,NO,1,129,132,133,124,138,125
GENE-11820,NO,1,2264,2173,1766,1863,2082,2143
GENE-11821,NO,1,1994,1421,1895,2495,1506,2141
GENE-11822,NO,1,0,0,0,0,0,0
GENE-11823,NO,1,0,0,0,0,0,0
GENE-11824,NO,1,358,361,434,343,403,362
GENE-11825,NO,1,0,0,0,0,0,0
GENE-11826,NO,1,19,7,13,22,13,13
GENE-11827,NO,1,0,0,0,0,0,0
GENE-11828,NO,1,18,16,24,22,29,20
GENE-11829,NO,1,0,0,0,0,0,0
GENE-11830,NO,1,0,0,0,0,0,0
GENE-11831,NO,1,5,7,5,5,3,11
GENE-11832,NO,1,14,18,11,16,18,24
GENE-11833,NO,1,39,97,73,86,72,74
GENE-11834,NO,1,0,0,0,0,0,0
GENE-11835,NO,1,0,0,0,0,0,0
GENE-11836,NO,1,0,0,0,0,0,0
GENE-11837,NO,1,0,0,0,0,0,0
GENE-11838,NO,1,0,0,0,0,0,0
GENE-11839,NO,1,54,63,45,78,49,101
GENE-11840,NO,1,0,1,1,0,1,0
GENE-11841,NO,1,0,0,0,0,0,0
GENE-11842,NO,1,0,0,0,0,0,0
GENE-11843,NO,1,0,0,0,0,0,0
GENE-11844,NO,1,0,0,0,0,0,0
GENE-11845,NO,1,17,7,35,27,36,24
GENE-11846,NO,1,297,283,377,419,349,330
GENE-11847,NO,1,434,578,340,589,668,396
GENE-11848,NO,1,0,0,0,0,0,0
GENE-11849,NO,1,0,0,0,0,0,0
GENE-11850,NO,1,0,0,0,0,0,0
GENE-11851,NO,1,0,0,0,0,0,0
GENE-11852,NO,1,0,0,0,0,0,0
GENE-11853,NO,1,0,0,0,0,0,0
GENE-11854,NO,1,0,0,0,0,0,0
GENE-11855,NO,1,0,0,0,0,0,0
GENE-11856,NO,1,2309,1600,2092,1803,1738,1909
GENE-11857,NO,1,0,0,0,0,0,0
GENE-11858,NO,1,340,307,266,256,282,322
GENE-11859,NO,1,0,0,0,0,0,0
GENE-11860,NO,1,114,145,174,124,168,147
GENE-11861,NO,1,0,0,0,0,0,0
GENE-11862,NO,1,30,22,31,20,38,37
GENE-11863,NO,1,15,20,23,18,21,28
GENE-11864,NO,1,14,14,19,20,19,18
GENE-11865,NO,1,0,0,0,0,0,0
GENE-11866,NO,1,513,389,250,324,529,410
GENE-11867,NO,1,0,0,0,0,0,0
GENE-11868,NO,1,0,0,0,0,0,0
GENE-11869,NO,1,0,0,0,0,0,0
GENE-11870,NO,1,64,58,52,35,46,49
GENE-11871,NO,1,0,0,0,0,0,0
GENE-11872,NO,1,114,142,109,85,110,124
GENE-11873,NO,1,4,5,2,4,3,7
GENE-11874,NO,1,18,11,15,9,12,10
GENE-11875,NO,1,0,0,0,0,0,0
GENE-11876,NO,1,0,0,0,0,0,0
GENE-11877,NO,1,0,0,0,0,0,0
GENE-11878,NO,1,0,0,0,0,0,0
GENE-11879,NO,1,0,0,0,0,0,0
GENE-11880,NO,1,19,19,20,16,17,24
GENE-11881,NO,1,0,0,0,0,0,0
GENE-11882,NO,1,0,0,0,0,0,0
GENE-11883,NO,1,0,0,0,0,0,0
GENE-11884,NO,1,215,201,220,260,207,202
GENE-11885,NO,1,0,1,0,0,2,2
GENE-11886,NO,1,0,0,0,0,0,0
GENE-11887,NO,1,0,0,0,0,0,0
GENE-11888,NO,1,152,125,119,124,132,123
GENE-11889,YES,1,0,0,0,0,0,0
GENE-11890,NO,1,3,9,3,3,4,7
GENE-11891,NO,1,0,0,0,0,0,0
GENE-11892,NO,1,0,0,0,0,0,0
GENE-11893,NO,1,0,0,0,0,0,0
GENE-11894,NO,1,0,0,0,0,0,0
GENE-11895,YES,1,0,0,0,0,0,0
GENE-11896,NO,1,25,27,25,43,48,32
GENE-11897,NO,1,0,0,0,0,0,0
GENE-11898,NO,1,0,0,0,0,0,0
GENE-11899,NO,1,426,405,472,412,414,421
GENE-11900,NO,1,0,0,0,0,0,0
GENE-11901,NO,1,0,0,0,0,0,0
GENE-11902,NO,1,521,542,120,127,398,339
GENE-11903,NO,1,0,0,0,0,0,0
GENE-11904,NO,1,78,47,55,51,44,39
GENE-11905,NO,1,0,0,0,0,0,0
GENE-11906,NO,1,0,0,0,0,0,0
GENE-11907,NO,1,0,0,0,0,0,0
GENE-11908,NO,1,407,449,470,433,417,513
GENE-11909,NO,1,0,0,0,0,0,0
GENE-11910,NO,1,0,0,0,0,0,0
GENE-11911,YES,1,0,0,0,0,0,0
GENE-11912,NO,1,1021,809,990,829,842,989
GENE-11913,NO,1,0,0,0,0,0,0
GENE-11914,NO,1,0,0,0,0,0,0
GENE-11915,NO,1,21,22,16,20,21,22
GENE-11916,YES,1,0,0,0,0,0,0
GENE-11917,NO,1,0,0,0,0,0,0
GENE-11918,NO,1,0,0,0,0,0,0
GENE-11919,NO,1,0,0,0,0,0,0
GENE-11920,NO,1,1,1,0,0,0,0
GENE-11921,NO,1,0,0,0,0,0,0
GENE-11922,NO,1,0,0,0,0,0,0
GENE-11923,NO,1,606,743,596,666,632,753
GENE-11924,NO,1,744,687,912,624,676,691
GENE-11925,NO,1,0,0,0,0,0,0
GENE-11926,NO,1,289,279,221,234,310,267
GENE-11927,NO,1,4,2,2,3,3,3
GENE-11928,NO,1,0,0,0,0,0,0
GENE-11929,NO,1,350,357,403,27,401,522
GENE-11930,NO,1,0,0,0,0,0,0
GENE-11931,NO,1,38,33,26,23,23,19
GENE-11932,NO,1,0,0,0,0,0,0
GENE-11933,NO,1,0,0,0,0,0,0
GENE-11934,NO,1,0,0,0,0,0,0
GENE-11935,NO,1,5,5,6,7,1,2
GENE-11936,NO,1,0,0,0,0,0,0
GENE-11937,NO,1,40,25,39,38,16,25
GENE-11938,NO,1,0,0,0,0,0,0
GENE-11939,NO,1,0,0,0,0,0,0
GENE-11940,NO,1,0,0,0,0,0,0
GENE-11941,NO,1,0,0,0,0,0,0
GENE-11942,NO,1,198,250,135,226,145,199
GENE-11943,NO,1,0,0,0,0,0,0
GENE-11944,NO,1,0,0,0,0,0,0
GENE-11945,NO,1,1,0,0,0,2,0
GENE-11946,NO,1,0,0,0,0,0,0
GENE-11947,NO,1,0,0,0,0,0,0
GENE-11948,NO,1,0,0,0,0,0,0
GENE-11949,NO,1,0,0,0,0,0,0
GENE-11950,NO,1,0,0,0,0,0,0
GENE-11951,NO,1,0,0,0,0,0,0
GENE-11952,NO,1,71,128,106,147,131,90
GENE-11953,NO,1,935,809,833,793,975,734
GENE-11954,NO,1,0,0,0,0,0,0
GENE-11955,NO,1,0,0,0,0,0,0
GENE-11956,NO,1,298,266,387,305,223,233
GENE-11957,NO,1,0,0,0,0,0,0
GENE-11958,NO,1,0,0,0,0,0,0
GENE-11959,NO,1,0,0,0,0,0,0
GENE-11960,NO,1,0,0,0,0,0,0
GENE-11961,NO,1,0,0,0,0,0,0
GENE-11962,NO,1,11,4,7,10,12,16
GENE-11963,NO,1,623,625,590,623,624,670
GENE-11964,NO,1,0,0,0,0,0,0
GENE-11965,NO,1,0,0,0,0,0,0
GENE-11966,NO,1,0,0,0,0,0,0
GENE-11967,NO,1,0,0,0,0,0,0
GENE-11968,NO,1,3151,3173,3449,4769,4971,5057
GENE-11969,NO,1,34,31,54,30,33,43
GENE-11970,NO,1,92,67,122,75,112,68
GENE-11971,NO,1,0,0,0,0,0,0
GENE-11972,NO,1,550,638,564,588,620,518
GENE-11973,NO,1,0,0,0,0,0,0
GENE-11974,NO,1,0,0,0,0,0,0
GENE-11975,YES,1,0,0,0,0,0,0
GENE-11976,NO,1,305,253,232,177,246,291
GENE-11977,NO,1,0,0,0,0,0,0
GENE-11978,NO,1,8,8,4,12,6,9
GENE-11979,NO,1,0,0,0,0,0,0
GENE-11980,NO,1,823,730,542,824,751,721
GENE-11981,NO,1,0,0,0,0,0,0
GENE-11982,NO,1,0,0,0,0,0,0
GENE-11983,NO,1,0,0,0,0,0,0
GENE-11984,NO,1,0,1,0,4,4,0
GENE-11985,NO,1,0,0,0,0,0,0
GENE-11986,NO,1,0,0,0,0,0,0
GENE-11987,NO,1,0,0,0,0,0,0
GENE-11988,NO,1,161,165,195,162,133,151
GENE-11989,NO,1,0,0,0,0,0,0
GENE-11990,NO,1,0,0,0,0,0,0
GENE-11991,NO,1,114,115,95,166,165,145
GENE-11992,NO,1,0,0,0,0,0,0
GENE-11993,NO,1,0,0,0,0,0,0
GENE-11994,NO,1,2,2,2,2,2,2
GENE-11995,NO,1,41,44,73,54,37,43
GENE-11996,NO,1,0,1,0,0,0,0
GENE-11997,NO,1,446,404,424,518,431,474
GENE-11998,NO,1,0,0,0,0,0,0
GENE-11999,NO,1,0,0,0,0,0,0
GENE-12000,NO,1,0,0,0,0,0,0
GENE-12001,NO,1,0,0,0,0,0,0
GENE-12002,NO,1,0,0,0,0,0,0
GENE-12003,NO,1,0,0,0,0,0,0
GENE-12004,NO,1,0,1,0,0,0,0
GENE-12005,NO,1,4,1,1,1,0,0
GENE-12006,NO,1,0,0,0,0,0,0
GENE-12007,NO,1,0,0,0,0,0,0
GENE-12008,NO,1,0,0,0,0,0,0
GENE-12009,NO,1,0,0,0,0,0,0
GENE-12010,NO,1,9,9,8,11,9,6
GENE-12011,NO,1,0,0,0,0,0,0
GENE-12012,NO,1,0,0,0,0,0,0
GENE-12013,NO,1,0,0,0,0,0,0
GENE-12014,NO,1,0,0,0,1,0,0
GENE-12015,NO,1,366,409,354,504,299,381
GENE-12016,YES,1,0,0,0,0,0,0
GENE-12017,NO,1,0,0,0,0,0,0
