name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-13264,NO,2734,1453.3,1280.7,0.881,-0.2,4.5e-01,1.0e+00,0.9404,2126,1194,1674,1492,1625,1244,973
GENE-13238,NO,178.7,75.7,103,1.352,0.4,4.5e-01,1.0e+00,0.9404,2127,54,53,120,154,38,117
GENE-8694,NO,126.3,59.3,67,1.121,0.2,4.5e-01,1.0e+00,0.9404,2128,73,47,58,69,69,63
GENE-19200,NO,43.3,25.3,18,0.707,-0.5,4.5e-01,1.0e+00,0.9404,2129,41,26,9,19,28,7
GENE-7979,NO,470.7,221,249.7,1.129,0.2,4.5e-01,1.0e+00,0.9404,2130,251,196,216,180,289,280
GENE-3277,NO,479,227.7,251.3,1.105,0.1,4.5e-01,1.0e+00,0.9404,2131,271,229,183,249,268,237
GENE-14923,NO,763.3,356.3,407,1.143,0.2,4.5e-01,1.0e+00,0.9404,2132,301,368,400,531,396,294
GENE-16497,NO,37,17.3,19.7,1.125,0.2,4.5e-01,1.0e+00,0.9404,2133,18,18,16,22,18,19
GENE-17305,NO,61,32.3,28.7,0.88,-0.2,4.5e-01,1.0e+00,0.9404,2134,36,37,24,29,29,28
GENE-1263,NO,226.7,119,107.7,0.904,-0.1,4.5e-01,1.0e+00,0.9404,2135,113,101,143,113,109,101
GENE-4766,NO,71,33.3,37.7,1.121,0.2,4.5e-01,1.0e+00,0.9404,2136,29,33,38,41,32,40
GENE-15561,NO,35,19,16,0.837,-0.3,4.5e-01,1.0e+00,0.9404,2136,23,17,17,21,17,10
GENE-2476,NO,518.7,278,240.7,0.867,-0.2,4.5e-01,1.0e+00,0.9404,2137,260,231,343,170,247,305
GENE-6536,NO,1480.3,786.7,693.7,0.882,-0.2,4.5e-01,1.0e+00,0.9404,2138,956,784,620,804,747,530
GENE-17164,NO,24.3,13.3,11,0.821,-0.3,4.5e-01,1.0e+00,0.9404,2139,9,15,16,13,13,7
GENE-16124,NO,18.3,10,8.3,0.829,-0.3,4.5e-01,1.0e+00,0.9404,2140,11,10,9,5,10,10
GENE-8305,NO,34,15,19,1.256,0.3,4.5e-01,1.0e+00,0.9404,2141,21,15,9,27,12,18
GENE-11540,NO,96.3,42,54.3,1.282,0.4,4.5e-01,1.0e+00,0.9404,2142,49,57,20,46,81,36
GENE-12065,NO,36.3,20,16.3,0.812,-0.3,4.5e-01,1.0e+00,0.9404,2143,11,30,19,18,14,17
GENE-7951,NO,97.7,41.3,56.3,1.353,0.4,4.5e-01,1.0e+00,0.9404,2144,48,12,64,52,77,40
GENE-1330,NO,70,37.3,32.7,0.869,-0.2,4.5e-01,1.0e+00,0.9404,2145,30,39,43,24,38,36
GENE-7793,NO,1133.3,538.3,595,1.105,0.1,4.5e-01,1.0e+00,0.9404,2146,606,490,519,536,724,525
GENE-3850,NO,61,34.3,26.7,0.772,-0.4,4.5e-01,1.0e+00,0.9404,2147,52,35,16,25,17,38
GENE-8348,NO,655.7,342.3,313.3,0.915,-0.1,4.5e-01,1.0e+00,0.9404,2148,360,328,339,288,281,371
GENE-19994,NO,111.7,59,52.7,0.886,-0.2,4.5e-01,1.0e+00,0.9404,2149,50,57,70,44,63,51
GENE-9446,NO,963,446.7,516.3,1.156,0.2,4.5e-01,1.0e+00,0.9404,2150,386,613,341,450,633,466
GENE-16977,NO,1583.3,836,747.3,0.894,-0.2,4.5e-01,1.0e+00,0.9404,2151,674,764,1070,798,778,666
GENE-18863,NO,23,10.3,12.7,1.214,0.3,4.5e-01,1.0e+00,0.9404,2152,7,14,10,15,14,9
GENE-10864,NO,143,76,67,0.879,-0.2,4.5e-01,1.0e+00,0.9404,2152,65,80,83,77,76,48
GENE-14682,NO,34.3,18.7,15.7,0.835,-0.3,4.5e-01,1.0e+00,0.9404,2153,24,15,17,19,10,18
GENE-12092,NO,30,13.3,16.7,1.238,0.3,4.5e-01,1.0e+00,0.9404,2154,7,16,17,17,21,12
GENE-4055,NO,176.3,83,93.3,1.12,0.2,4.5e-01,1.0e+00,0.9404,2155,84,72,93,96,110,74
GENE-13673,NO,945,453.7,491.3,1.082,0.1,4.5e-01,1.0e+00,0.9404,2156,415,457,489,450,486,538
GENE-6092,NO,3099.3,1477.3,1622,1.098,0.1,4.5e-01,1.0e+00,0.9404,2157,1430,1436,1566,1286,1781,1799
GENE-10845,NO,19.7,8.3,11.3,1.345,0.4,4.5e-01,1.0e+00,0.9404,2158,9,11,5,17,4,13
GENE-15345,NO,1377.3,634,743.3,1.173,0.2,4.5e-01,1.0e+00,0.9404,2159,552,824,526,803,942,485
GENE-6550,NO,29.7,16.3,13.3,0.811,-0.3,4.5e-01,1.0e+00,0.9404,2160,9,24,16,14,15,11
GENE-2366,NO,1043.7,499,544.7,1.092,0.1,4.5e-01,1.0e+00,0.9404,2161,463,538,496,556,618,460
GENE-1361,NO,97,44,53,1.195,0.3,4.5e-01,1.0e+00,0.9404,2162,28,42,62,40,56,63
GENE-13531,NO,284,126.3,157.7,1.249,0.3,4.6e-01,1.0e+00,0.9404,2163,147,174,58,161,115,197
GENE-14861,NO,259.3,137.7,121.7,0.882,-0.2,4.6e-01,1.0e+00,0.9404,2164,118,181,114,110,114,141
GENE-15584,NO,23.3,10,13.3,1.32,0.4,4.6e-01,1.0e+00,0.9404,2165,7,6,17,12,8,20
GENE-18182,NO,138.3,62,76.3,1.221,0.3,4.6e-01,1.0e+00,0.9404,2166,82,73,31,61,91,77
GENE-1242,NO,2217,1171.3,1045.7,0.893,-0.2,4.6e-01,1.0e+00,0.9404,2167,1065,1446,1003,1226,1060,851
GENE-6385,NO,3362.3,1926.3,1436,0.745,-0.4,4.6e-01,1.0e+00,0.9404,2168,2554,1281,1944,897,682,2729
GENE-14203,NO,2744,1466,1278,0.872,-0.2,4.6e-01,1.0e+00,0.9404,2168,1821,1114,1463,1138,1656,1040
GENE-5777,NO,1498,777.3,720.7,0.927,-0.1,4.6e-01,1.0e+00,0.9404,2169,727,806,799,659,793,710
GENE-10817,NO,1741.7,957.7,784,0.819,-0.3,4.6e-01,1.0e+00,0.9404,2170,676,1268,929,582,556,1214
GENE-18333,NO,192,90.3,101.7,1.125,0.2,4.6e-01,1.0e+00,0.9404,2171,77,93,101,99,125,81
GENE-9649,NO,3977.3,1873,2104.3,1.124,0.2,4.6e-01,1.0e+00,0.9404,2172,2117,1428,2074,1703,2165,2445
GENE-4837,NO,34,15.3,18.7,1.207,0.3,4.6e-01,1.0e+00,0.9404,2173,15,16,15,11,18,27
GENE-6758,NO,493.3,212,281.3,1.326,0.4,4.6e-01,1.0e+00,0.9404,2174,335,217,84,215,196,433
GENE-15565,NO,1390,749.7,640.3,0.854,-0.2,4.6e-01,1.0e+00,0.9404,2175,572,999,678,657,819,445
GENE-7653,NO,28.7,17,11.7,0.684,-0.5,4.6e-01,1.0e+00,0.9404,2176,34,9,8,20,5,10
GENE-4391,NO,33.7,15,18.7,1.234,0.3,4.6e-01,1.0e+00,0.9404,2177,21,12,12,12,17,27
GENE-19015,NO,2591.7,2075.3,516.3,0.249,-2,4.6e-01,1.0e+00,0.9404,2178,6217,5,4,3,64,1482
GENE-18766,NO,438.7,232,206.7,0.892,-0.2,4.6e-01,1.0e+00,0.9404,2179,246,278,172,216,183,221
GENE-5603,NO,130.7,60.7,70,1.145,0.2,4.6e-01,1.0e+00,0.9404,2180,72,54,56,92,64,54
GENE-17995,NO,526,251.3,274.7,1.095,0.1,4.6e-01,1.0e+00,0.9404,2181,252,249,253,307,222,295
GENE-16221,NO,34,18.7,15.3,0.817,-0.3,4.6e-01,1.0e+00,0.9404,2182,25,15,16,23,11,12
GENE-15465,NO,119,63.3,55.7,0.877,-0.2,4.6e-01,1.0e+00,0.9404,2183,51,76,63,43,68,56
GENE-3982,NO,4470.7,2158.3,2312.3,1.071,0.1,4.6e-01,1.0e+00,0.9404,2183,2264,2189,2022,2183,2368,2386
GENE-15196,NO,764.3,438.7,325.7,0.743,-0.4,4.6e-01,1.0e+00,0.9404,2184,843,234,239,413,363,201
GENE-17873,NO,66.7,35.3,31.3,0.881,-0.2,4.6e-01,1.0e+00,0.9404,2185,33,28,45,31,34,29
GENE-5220,NO,372.7,177.7,195,1.095,0.1,4.6e-01,1.0e+00,0.9404,2186,170,154,209,191,209,185
GENE-6324,NO,202,95.7,106.3,1.107,0.1,4.6e-01,1.0e+00,0.9404,2187,100,83,104,94,99,126
GENE-8322,NO,38.3,17.3,21,1.202,0.3,4.6e-01,1.0e+00,0.9404,2188,21,11,20,28,16,19
GENE-6356,NO,31.3,17.7,13.7,0.769,-0.4,4.6e-01,1.0e+00,0.9404,2189,13,16,24,6,23,12
GENE-14604,NO,27.3,14.7,12.7,0.859,-0.2,4.6e-01,1.0e+00,0.9404,2190,19,11,14,12,14,12
GENE-10872,NO,130.3,70.7,59.7,0.839,-0.3,4.6e-01,1.0e+00,0.9404,2191,63,48,101,58,76,45
GENE-16277,NO,89.3,41,48.3,1.17,0.2,4.6e-01,1.0e+00,0.9404,2192,46,36,41,49,31,65
GENE-1411,NO,2318,1501,817,0.544,-0.9,4.6e-01,1.0e+00,0.9404,2193,241,1627,2635,2051,244,156
GENE-281,NO,3472.3,1832,1640.3,0.896,-0.2,4.6e-01,1.0e+00,0.9404,2194,1721,1921,1854,1303,1487,2131
GENE-15473,NO,68.3,31,37.3,1.195,0.3,4.6e-01,1.0e+00,0.9404,2195,42,28,23,52,30,30
GENE-7881,NO,518,288.3,229.7,0.798,-0.3,4.6e-01,1.0e+00,0.9404,2196,205,179,481,159,298,232
GENE-5072,NO,190.7,104.3,86.3,0.822,-0.3,4.6e-01,1.0e+00,0.9404,2197,133,66,114,119,53,87
GENE-8464,NO,295.7,155.7,140,0.897,-0.2,4.6e-01,1.0e+00,0.9404,2198,151,172,144,145,107,168
GENE-60,NO,50,26.7,23.3,0.869,-0.2,4.6e-01,1.0e+00,0.9404,2199,21,32,27,26,18,26
GENE-13418,NO,252.7,133.7,119,0.889,-0.2,4.6e-01,1.0e+00,0.9404,2199,107,120,174,115,111,131
GENE-11072,NO,36.7,16.3,20.3,1.234,0.3,4.6e-01,1.0e+00,0.9404,2200,12,20,17,29,11,21
GENE-15509,NO,1017,544,473,0.87,-0.2,4.6e-01,1.0e+00,0.9404,2201,527,667,438,642,384,393
GENE-17606,NO,36.7,21.3,15.3,0.716,-0.5,4.6e-01,1.0e+00,0.9404,2202,32,8,24,5,19,22
GENE-3412,NO,23,10.3,12.7,1.214,0.3,4.6e-01,1.0e+00,0.9404,2203,14,11,6,10,13,15
GENE-10039,NO,68.3,29.7,38.7,1.293,0.4,4.6e-01,1.0e+00,0.9404,2204,35,21,33,60,41,15
GENE-7987,NO,89,40,49,1.216,0.3,4.6e-01,1.0e+00,0.9404,2205,28,35,57,60,30,57
GENE-2590,NO,582.7,307.7,275,0.895,-0.2,4.6e-01,1.0e+00,0.9404,2206,333,288,302,228,239,358
GENE-5786,NO,664,318.7,345.3,1.084,0.1,4.6e-01,1.0e+00,0.9404,2207,325,358,273,350,340,346
GENE-18534,NO,49,26,23,0.879,-0.2,4.6e-01,1.0e+00,0.9404,2208,23,26,29,19,29,21
GENE-5200,NO,1648.3,910.7,737.7,0.81,-0.3,4.6e-01,1.0e+00,0.9404,2209,688,1349,695,425,741,1047
GENE-17645,NO,744.7,387.3,357.3,0.923,-0.1,4.6e-01,1.0e+00,0.9404,2210,437,347,378,368,377,327
GENE-4352,NO,1819.7,952.7,867,0.91,-0.1,4.7e-01,1.0e+00,0.9404,2211,1040,796,1022,731,908,962
GENE-11588,NO,32.7,15,17.7,1.168,0.2,4.7e-01,1.0e+00,0.9404,2212,10,19,16,18,16,19
GENE-10852,NO,101,47.3,53.7,1.126,0.2,4.7e-01,1.0e+00,0.9404,2213,46,37,59,49,53,59
GENE-13207,NO,1618,865.7,752.3,0.869,-0.2,4.7e-01,1.0e+00,0.9404,2214,979,1084,534,741,716,800
GENE-12418,NO,84.3,45,39.3,0.868,-0.2,4.7e-01,1.0e+00,0.9404,2215,31,54,50,35,47,36
GENE-11513,NO,24,13.3,10.7,0.796,-0.3,4.7e-01,1.0e+00,0.9404,2215,16,10,14,11,5,16
GENE-7976,NO,3192,1519,1673,1.102,0.1,4.7e-01,1.0e+00,0.9404,2216,1373,1708,1476,1451,1523,2045
GENE-4460,NO,40,22,18,0.814,-0.3,4.7e-01,1.0e+00,0.9404,2217,25,14,27,22,22,10
GENE-18298,NO,279.7,146.7,133,0.905,-0.1,4.7e-01,1.0e+00,0.9404,2218,127,159,154,135,109,155
GENE-3367,NO,247.7,135.3,112.3,0.828,-0.3,4.7e-01,1.0e+00,0.9404,2219,155,156,95,62,147,128
GENE-2957,NO,24,13,11,0.842,-0.2,4.7e-01,1.0e+00,0.9404,2220,18,10,11,13,11,9
GENE-19740,NO,183.7,96.7,87,0.896,-0.2,4.7e-01,1.0e+00,0.9404,2221,75,120,95,83,88,90
GENE-16587,NO,239.3,126.3,113,0.891,-0.2,4.7e-01,1.0e+00,0.9404,2222,109,119,151,119,88,132
GENE-13486,NO,25,10.7,14.3,1.33,0.4,4.7e-01,1.0e+00,0.9404,2223,11,7,14,23,15,5
GENE-4559,NO,1642,849,793,0.934,-0.1,4.7e-01,1.0e+00,0.9404,2224,814,918,815,788,775,816
GENE-19264,NO,1139.7,606.3,533.3,0.88,-0.2,4.7e-01,1.0e+00,0.9404,2225,479,841,499,537,496,567
GENE-2267,NO,1099,604.3,494.7,0.818,-0.3,4.7e-01,1.0e+00,0.9404,2226,387,769,657,727,464,293
GENE-8951,NO,496.3,258.3,238,0.922,-0.1,4.7e-01,1.0e+00,0.9404,2227,276,263,236,227,218,269
GENE-2030,NO,600.3,325.3,275,0.845,-0.2,4.7e-01,1.0e+00,0.9404,2228,297,480,199,301,295,229
GENE-19624,NO,22.3,13,9.3,0.716,-0.5,4.7e-01,1.0e+00,0.9404,2229,13,4,22,4,12,12
GENE-9722,NO,216,112.3,103.7,0.922,-0.1,4.7e-01,1.0e+00,0.9404,2230,115,100,122,103,103,105
GENE-9482,NO,111,58.7,52.3,0.886,-0.2,4.7e-01,1.0e+00,0.9404,2231,59,68,49,49,43,65
GENE-9872,NO,463,240.7,222.3,0.927,-0.1,4.7e-01,1.0e+00,0.9404,2231,245,228,249,241,199,227
GENE-19746,NO,34.7,18.3,16.3,0.885,-0.2,4.7e-01,1.0e+00,0.9404,2232,21,17,17,18,14,17
GENE-10856,NO,49.3,21.7,27.7,1.266,0.3,4.7e-01,1.0e+00,0.9404,2233,23,25,17,34,38,11
GENE-16759,NO,284.3,136,148.3,1.088,0.1,4.7e-01,1.0e+00,0.9404,2234,149,130,129,131,162,152
GENE-8035,NO,41,18.7,22.3,1.187,0.2,4.7e-01,1.0e+00,0.9404,2235,15,14,27,18,27,22
GENE-10712,NO,130.3,60.7,69.7,1.14,0.2,4.7e-01,1.0e+00,0.9404,2236,48,53,81,59,78,72
GENE-4272,NO,1714.3,824,890.3,1.081,0.1,4.7e-01,1.0e+00,0.9404,2237,751,906,815,991,830,850
GENE-2663,NO,32,14.3,17.7,1.222,0.3,4.7e-01,1.0e+00,0.9404,2238,17,14,12,9,21,23
GENE-3496,NO,5730.7,3225.3,2505.3,0.777,-0.4,4.7e-01,1.0e+00,0.9404,2239,1433,2903,5340,1896,2020,3600
GENE-18148,NO,2166,946.3,1219.7,1.289,0.4,4.7e-01,1.0e+00,0.9404,2240,1070,501,1268,1396,544,1719
GENE-4215,NO,220.7,116.3,104.3,0.893,-0.2,4.7e-01,1.0e+00,0.9404,2241,112,135,102,131,96,86
GENE-12790,NO,154,82,72,0.875,-0.2,4.7e-01,1.0e+00,0.9404,2242,68,84,94,53,69,94
GENE-11315,NO,74.3,40,34.3,0.853,-0.2,4.7e-01,1.0e+00,0.9404,2243,46,30,44,32,47,24
GENE-17351,NO,61.3,27.7,33.7,1.207,0.3,4.7e-01,1.0e+00,0.9404,2244,16,33,34,33,44,24
GENE-18114,NO,382.3,202.3,180,0.888,-0.2,4.7e-01,1.0e+00,0.9404,2245,194,173,240,228,142,170
GENE-10881,NO,39.7,18.3,21.3,1.154,0.2,4.7e-01,1.0e+00,0.9404,2246,24,18,13,21,20,23
GENE-8237,NO,22.7,10.3,12.3,1.183,0.2,4.7e-01,1.0e+00,0.9404,2246,9,8,14,15,10,12
GENE-4515,NO,169,89.3,79.7,0.889,-0.2,4.7e-01,1.0e+00,0.9404,2247,98,90,80,103,63,73
GENE-5883,NO,2133,1019.7,1113.3,1.092,0.1,4.7e-01,1.0e+00,0.9404,2248,814,1134,1111,1169,1069,1102
GENE-650,NO,30,16.3,13.7,0.832,-0.3,4.7e-01,1.0e+00,0.9404,2249,17,15,17,21,9,11
GENE-13392,NO,385.7,184,201.7,1.095,0.1,4.7e-01,1.0e+00,0.9404,2250,195,207,150,187,217,201
GENE-2221,NO,22.3,10.3,12,1.151,0.2,4.7e-01,1.0e+00,0.9404,2251,8,11,12,12,11,13
GENE-17928,NO,224.3,120.7,103.7,0.855,-0.2,4.7e-01,1.0e+00,0.9404,2252,114,172,76,98,95,118
GENE-15407,NO,969.7,451.7,518,1.147,0.2,4.7e-01,1.0e+00,0.9404,2253,549,354,452,638,559,357
GENE-13577,NO,365.7,195,170.7,0.874,-0.2,4.8e-01,1.0e+00,0.9404,2254,243,138,204,132,198,182
GENE-17300,NO,832,395.7,436.3,1.102,0.1,4.8e-01,1.0e+00,0.9404,2255,339,487,361,394,486,429
GENE-16138,NO,79,41.3,37.7,0.905,-0.1,4.8e-01,1.0e+00,0.9404,2256,39,39,46,34,43,36
GENE-6572,NO,43.3,20,23.3,1.157,0.2,4.8e-01,1.0e+00,0.9404,2257,15,18,27,24,26,20
GENE-11902,NO,683,396,287,0.725,-0.5,4.8e-01,1.0e+00,0.9404,2258,522,546,120,127,396,338
GENE-9711,NO,85.7,46,39.7,0.856,-0.2,4.8e-01,1.0e+00,0.9404,2259,36,45,57,26,44,49
GENE-11162,NO,45.7,20.3,25.3,1.235,0.3,4.8e-01,1.0e+00,0.9404,2260,21,21,19,39,25,12
GENE-15342,NO,2022,1045,977,0.935,-0.1,4.8e-01,1.0e+00,0.9404,2261,1094,974,1067,994,1017,920
GENE-7982,NO,234.3,121.7,112.7,0.925,-0.1,4.8e-01,1.0e+00,0.9404,2262,118,129,118,124,105,109
GENE-12073,NO,21.7,10,11.7,1.156,0.2,4.8e-01,1.0e+00,0.9404,2262,9,10,11,12,9,14
GENE-6726,NO,249.3,130.3,119,0.912,-0.1,4.8e-01,1.0e+00,0.9404,2263,121,114,156,121,125,111
GENE-75,NO,678.3,327,351.3,1.075,0.1,4.8e-01,1.0e+00,0.9404,2264,334,312,335,314,367,373
GENE-4617,NO,3585.7,1884.7,1701,0.903,-0.1,4.8e-01,1.0e+00,0.9404,2265,1847,1807,2000,2189,1524,1390
GENE-17647,NO,381.7,180.7,201,1.112,0.2,4.8e-01,1.0e+00,0.9404,2266,225,150,167,171,215,217
GENE-19660,NO,5189.7,2506.7,2683,1.07,0.1,4.8e-01,1.0e+00,0.9404,2267,2486,2545,2489,2582,2506,2961
GENE-9072,NO,534.3,252,282.3,1.121,0.2,4.8e-01,1.0e+00,0.9404,2268,269,194,293,224,295,328
GENE-18988,NO,3156.7,1477.3,1679.3,1.137,0.2,4.8e-01,1.0e+00,0.9404,2269,1334,1253,1845,1888,1189,1961
GENE-3162,NO,171.3,80.7,90.7,1.12,0.2,4.8e-01,1.0e+00,0.9404,2270,93,90,59,99,82,91
GENE-18589,NO,23.7,11,12.7,1.142,0.2,4.8e-01,1.0e+00,0.9404,2271,10,11,12,12,11,15
GENE-3341,NO,20.3,11,9.3,0.844,-0.2,4.8e-01,1.0e+00,0.9404,2272,14,8,11,11,7,10
GENE-12536,NO,205,108.7,96.3,0.883,-0.2,4.8e-01,1.0e+00,0.9404,2273,117,119,90,127,77,85
GENE-5,NO,5725.7,3117,2608.7,0.837,-0.3,4.8e-01,1.0e+00,0.9404,2274,2845,1958,4548,1820,3200,2806
GENE-8059,NO,31.3,14.3,17,1.176,0.2,4.8e-01,1.0e+00,0.9404,2275,15,13,15,17,23,11
GENE-19375,NO,626,434.3,191.7,0.442,-1.2,4.8e-01,1.0e+00,0.9404,2276,1264,17,22,337,30,208
GENE-5585,NO,75,35,40,1.134,0.2,4.8e-01,1.0e+00,0.9404,2277,41,33,31,31,39,50
GENE-4818,NO,66,29.7,36.3,1.215,0.3,4.8e-01,1.0e+00,0.9404,2278,42,27,20,28,28,53
GENE-13091,NO,12100,5853,6247,1.067,0.1,4.8e-01,1.0e+00,0.9404,2278,6240,5428,5891,6455,6112,6174
GENE-2683,NO,56.3,30,26.3,0.872,-0.2,4.8e-01,1.0e+00,0.9404,2279,28,28,34,18,32,29
GENE-13805,NO,28,15.7,12.3,0.783,-0.4,4.8e-01,1.0e+00,0.9404,2280,24,12,11,20,8,9
GENE-5809,NO,73,34.3,38.7,1.117,0.2,4.8e-01,1.0e+00,0.9404,2281,36,37,30,34,47,35
GENE-2861,NO,387.7,204,183.7,0.902,-0.1,4.8e-01,1.0e+00,0.9404,2282,239,186,187,212,145,194
GENE-16235,NO,897,410.3,486.7,1.187,0.2,4.8e-01,1.0e+00,0.9404,2283,458,482,291,281,600,579
GENE-12743,NO,987.7,515,472.7,0.918,-0.1,4.8e-01,1.0e+00,0.9404,2284,498,544,503,409,442,567
GENE-15308,NO,474.7,247,227.7,0.922,-0.1,4.8e-01,1.0e+00,0.9404,2285,284,218,239,212,228,243
GENE-12709,NO,107.3,47.3,60,1.259,0.3,4.8e-01,1.0e+00,0.9404,2286,59,30,53,31,52,97
GENE-14029,NO,137,61,76,1.236,0.3,4.8e-01,1.0e+00,0.9404,2287,74,66,43,100,93,35
GENE-19451,NO,391.3,187,204.3,1.092,0.1,4.8e-01,1.0e+00,0.9404,2288,172,195,194,199,174,240
GENE-18723,NO,1862.7,967.3,895.3,0.926,-0.1,4.8e-01,1.0e+00,0.9404,2289,857,1115,930,888,939,859
GENE-17236,NO,98.3,46.3,52,1.114,0.2,4.8e-01,1.0e+00,0.9404,2290,56,38,45,46,53,57
GENE-16026,NO,1784,928,856,0.923,-0.1,4.8e-01,1.0e+00,0.9404,2291,898,861,1025,864,964,740
GENE-9723,NO,50,26.3,23.7,0.893,-0.2,4.8e-01,1.0e+00,0.9404,2292,28,26,25,29,21,21
GENE-10228,NO,26,11.7,14.3,1.217,0.3,4.8e-01,1.0e+00,0.9404,2293,7,18,10,12,14,17
GENE-4621,NO,2180,1134.3,1045.7,0.922,-0.1,4.8e-01,1.0e+00,0.9404,2294,1153,1174,1076,1137,859,1141
GENE-6227,NO,19.3,10.3,9,0.866,-0.2,4.8e-01,1.0e+00,0.9404,2294,11,9,11,10,10,7
GENE-474,NO,1027,492.7,534.3,1.085,0.1,4.8e-01,1.0e+00,0.9404,2295,564,497,417,514,515,574
GENE-19403,NO,95.3,50,45.3,0.9,-0.2,4.8e-01,1.0e+00,0.9404,2296,54,55,41,52,43,41
GENE-15301,NO,22.7,10.3,12.3,1.183,0.2,4.8e-01,1.0e+00,0.9404,2297,12,10,9,8,16,13
GENE-6987,NO,39,20.7,18.3,0.881,-0.2,4.8e-01,1.0e+00,0.9404,2298,22,22,18,20,21,14
GENE-10664,NO,2882.7,1385,1497.7,1.081,0.1,4.8e-01,1.0e+00,0.9404,2299,1405,1167,1583,1479,1505,1509
GENE-1227,NO,301.3,156.7,144.7,0.921,-0.1,4.8e-01,1.0e+00,0.9404,2300,161,144,165,146,126,162
GENE-7487,NO,291.7,152.3,139.3,0.912,-0.1,4.8e-01,1.0e+00,0.9404,2301,138,170,149,130,165,123
GENE-10582,NO,653.3,279.3,374,1.34,0.4,4.8e-01,1.0e+00,0.9404,2302,132,239,467,167,608,347
GENE-14776,NO,453.3,238,215.3,0.905,-0.1,4.8e-01,1.0e+00,0.9404,2303,226,216,272,168,231,247
GENE-19541,NO,158.7,74,84.7,1.136,0.2,4.8e-01,1.0e+00,0.9404,2304,95,51,76,92,75,87
GENE-2103,NO,853.7,404.3,449.3,1.112,0.2,4.8e-01,1.0e+00,0.9404,2305,418,336,459,483,520,345
GENE-686,NO,64.7,26.3,38.3,1.443,0.5,4.9e-01,1.0e+00,0.9412,2308,44,11,24,9,67,39
GENE-3906,NO,435,205,230,1.122,0.2,4.9e-01,1.0e+00,0.9412,2309,145,207,263,231,220,239
GENE-16719,NO,6033,2911.7,3121.3,1.072,0.1,4.9e-01,1.0e+00,0.9412,2310,2577,3147,3011,3247,3101,3016
GENE-17630,NO,685.3,324.7,360.7,1.112,0.2,4.9e-01,1.0e+00,0.9412,2311,388,286,300,447,299,336
GENE-19991,NO,322,149.3,172.7,1.155,0.2,4.9e-01,1.0e+00,0.9412,2312,137,153,158,254,133,131
GENE-19560,NO,1213.7,307.7,906,2.944,1.6,4.9e-01,1.0e+00,0.9412,2313,33,1,889,2631,12,75
GENE-19493,NO,6123,2949,3174,1.076,0.1,4.9e-01,1.0e+00,0.9412,2314,2691,3166,2990,2979,3573,2970
GENE-8579,NO,382.3,198,184.3,0.929,-0.1,4.9e-01,1.0e+00,0.9412,2314,178,208,208,195,180,178
GENE-8227,NO,4162,2269.7,1892.3,0.834,-0.3,4.9e-01,1.0e+00,0.9412,2315,2299,1159,3351,2061,1602,2014
GENE-3226,NO,29.3,15.7,13.7,0.867,-0.2,4.9e-01,1.0e+00,0.9412,2316,14,18,15,18,11,12
GENE-17291,NO,1850.3,875,975.3,1.115,0.2,4.9e-01,1.0e+00,0.9412,2317,744,1015,866,1242,792,892
GENE-7572,NO,515.3,285.7,229.7,0.805,-0.3,4.9e-01,1.0e+00,0.9412,2318,348,177,332,116,352,221
GENE-2435,NO,3540.7,1838.3,1702.3,0.926,-0.1,4.9e-01,1.0e+00,0.9412,2319,1793,1692,2030,1733,1884,1490
GENE-271,NO,1185.7,624.3,561.3,0.899,-0.2,4.9e-01,1.0e+00,0.9412,2320,689,728,456,530,521,633
GENE-7522,NO,90.7,47.7,43,0.896,-0.2,4.9e-01,1.0e+00,0.9412,2321,41,45,57,51,38,40
GENE-7842,NO,58,27,31,1.139,0.2,4.9e-01,1.0e+00,0.9412,2322,20,33,28,28,28,37
GENE-18771,NO,86,37.3,48.7,1.292,0.4,4.9e-01,1.0e+00,0.9412,2323,34,39,39,32,92,22
GENE-7450,NO,380.3,180.3,200,1.108,0.1,4.9e-01,1.0e+00,0.9412,2324,204,199,138,216,171,213
GENE-11699,NO,689,367.7,321.3,0.874,-0.2,4.9e-01,1.0e+00,0.9412,2325,439,356,308,299,227,438
GENE-4768,NO,3568.7,1722.3,1846.3,1.072,0.1,4.9e-01,1.0e+00,0.9412,2326,1768,1790,1609,1917,1650,1972
GENE-5390,NO,2152,1030.7,1121.3,1.088,0.1,4.9e-01,1.0e+00,0.9412,2327,834,1175,1083,1170,1151,1043
GENE-6222,NO,34.7,16,18.7,1.157,0.2,4.9e-01,1.0e+00,0.9412,2328,14,22,12,19,17,20
GENE-6895,NO,1047,485.3,561.7,1.157,0.2,4.9e-01,1.0e+00,0.9412,2329,440,572,444,785,543,357
GENE-5151,NO,929,449.3,479.7,1.067,0.1,4.9e-01,1.0e+00,0.9412,2330,478,426,444,464,489,486
GENE-15555,NO,3770.3,1978.3,1792,0.906,-0.1,4.9e-01,1.0e+00,0.9412,2330,2448,1627,1860,1567,2044,1765
GENE-17936,NO,210.3,96,114.3,1.189,0.2,4.9e-01,1.0e+00,0.9412,2331,68,128,92,68,140,135
GENE-7498,NO,859.3,447,412.3,0.922,-0.1,4.9e-01,1.0e+00,0.9412,2332,458,514,369,408,410,419
